digraph dag {
	0	 [kernel=lu];
	604 -> 620	 [x=8,
		y=8];
	621	 [kernel=fwd];
	605 -> 621	 [x=8,
		y=9];
	622	 [kernel=fwd];
	606 -> 622	 [x=8,
		y=10];
	623	 [kernel=fwd];
	607 -> 623	 [x=8,
		y=11];
	624	 [kernel=bdiv];
	608 -> 624	 [x=9,
		y=8];
	627	 [kernel=bmod];
	609 -> 627	 [x=9,
		y=9];
	628	 [kernel=bmod];
	610 -> 628	 [x=9,
		y=10];
	629	 [kernel=bmod];
	611 -> 629	 [x=9,
		y=11];
	625	 [kernel=bdiv];
	612 -> 625	 [x=10,
		y=8];
	630	 [kernel=bmod];
	613 -> 630	 [x=10,
		y=9];
	631	 [kernel=bmod];
	614 -> 631	 [x=10,
		y=10];
	632	 [kernel=bmod];
	615 -> 632	 [x=10,
		y=11];
	626	 [kernel=bdiv];
	616 -> 626	 [x=11,
		y=8];
	633	 [kernel=bmod];
	617 -> 633	 [x=11,
		y=9];
	634	 [kernel=bmod];
	618 -> 634	 [x=11,
		y=10];
	635	 [kernel=bmod];
	619 -> 635	 [x=11,
		y=11];
	620 -> 621	 [x=8,
		y=8];
	620 -> 622	 [x=8,
		y=8];
	620 -> 623	 [x=8,
		y=8];
	620 -> 624	 [x=8,
		y=8];
	620 -> 625	 [x=8,
		y=8];
	620 -> 626	 [x=8,
		y=8];
	621 -> 627	 [x=8,
		y=9];
	621 -> 630	 [x=8,
		y=9];
	621 -> 633	 [x=8,
		y=9];
	622 -> 628	 [x=8,
		y=10];
	622 -> 631	 [x=8,
		y=10];
	622 -> 634	 [x=8,
		y=10];
	623 -> 629	 [x=8,
		y=11];
	623 -> 632	 [x=8,
		y=11];
	623 -> 635	 [x=8,
		y=11];
	624 -> 627	 [x=9,
		y=8];
	624 -> 628	 [x=9,
		y=8];
	624 -> 629	 [x=9,
		y=8];
	625 -> 630	 [x=10,
		y=8];
	625 -> 631	 [x=10,
		y=8];
	625 -> 632	 [x=10,
		y=8];
	626 -> 633	 [x=11,
		y=8];
	626 -> 634	 [x=11,
		y=8];
	626 -> 635	 [x=11,
		y=8];
	636	 [kernel=lu];
	627 -> 636	 [x=9,
		y=9];
	637	 [kernel=fwd];
	628 -> 637	 [x=9,
		y=10];
	638	 [kernel=fwd];
	629 -> 638	 [x=9,
		y=11];
	639	 [kernel=bdiv];
	630 -> 639	 [x=10,
		y=9];
	641	 [kernel=bmod];
	631 -> 641	 [x=10,
		y=10];
	642	 [kernel=bmod];
	632 -> 642	 [x=10,
		y=11];
	640	 [kernel=bdiv];
	633 -> 640	 [x=11,
		y=9];
	643	 [kernel=bmod];
	634 -> 643	 [x=11,
		y=10];
	644	 [kernel=bmod];
	635 -> 644	 [x=11,
		y=11];
	636 -> 637	 [x=9,
		y=9];
	636 -> 638	 [x=9,
		y=9];
	636 -> 639	 [x=9,
		y=9];
	636 -> 640	 [x=9,
		y=9];
	637 -> 641	 [x=9,
		y=10];
	637 -> 643	 [x=9,
		y=10];
	638 -> 642	 [x=9,
		y=11];
	638 -> 644	 [x=9,
		y=11];
	639 -> 641	 [x=10,
		y=9];
	639 -> 642	 [x=10,
		y=9];
	640 -> 643	 [x=11,
		y=9];
	640 -> 644	 [x=11,
		y=9];
	645	 [kernel=lu];
	641 -> 645	 [x=10,
		y=10];
	646	 [kernel=fwd];
	642 -> 646	 [x=10,
		y=11];
	647	 [kernel=bdiv];
	643 -> 647	 [x=11,
		y=10];
	648	 [kernel=bmod];
	644 -> 648	 [x=11,
		y=11];
	645 -> 646	 [x=10,
		y=10];
	645 -> 647	 [x=10,
		y=10];
	646 -> 648	 [x=10,
		y=11];
	647 -> 648	 [x=11,
		y=10];
	649	 [kernel=lu];
	648 -> 649	 [x=11,
		y=11];
}
